Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/30/2023,02/16/2020,02/22/2020,By Week,2020,,8,02/22/2020,South Dakota,0,177,106,11,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/23/2020,02/29/2020,By Week,2020,,9,02/29/2020,South Dakota,0,163,95,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/01/2020,03/07/2020,By Week,2020,,10,03/07/2020,South Dakota,0,194,112,20,0,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/08/2020,03/14/2020,By Week,2020,,11,03/14/2020,South Dakota,,166,99,11,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/15/2020,03/21/2020,By Week,2020,,12,03/21/2020,South Dakota,0,162,103,12,0,0,12,
01/30/2023,03/22/2020,03/28/2020,By Week,2020,,13,03/28/2020,South Dakota,,149,95,15,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/29/2020,04/04/2020,By Week,2020,,14,04/04/2020,South Dakota,,170,106,18,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/05/2020,04/11/2020,By Week,2020,,15,04/11/2020,South Dakota,,150,93,12,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/12/2020,04/18/2020,By Week,2020,,16,04/18/2020,South Dakota,,154,96,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/19/2020,04/25/2020,By Week,2020,,17,04/25/2020,South Dakota,,176,122,12,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/26/2020,05/02/2020,By Week,2020,,18,05/02/2020,South Dakota,16,159,97,15,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/03/2020,05/09/2020,By Week,2020,,19,05/09/2020,South Dakota,15,181,117,18,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/10/2020,05/16/2020,By Week,2020,,20,05/16/2020,South Dakota,,147,106,10,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/17/2020,05/23/2020,By Week,2020,,21,05/23/2020,South Dakota,,162,106,15,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/24/2020,05/30/2020,By Week,2020,,22,05/30/2020,South Dakota,10,157,106,14,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/31/2020,06/06/2020,By Week,2020,,23,06/06/2020,South Dakota,,147,91,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/07/2020,06/13/2020,By Week,2020,,24,06/13/2020,South Dakota,11,159,106,14,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/14/2020,06/20/2020,By Week,2020,,25,06/20/2020,South Dakota,12,176,121,11,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/21/2020,06/27/2020,By Week,2020,,26,06/27/2020,South Dakota,10,163,109,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/28/2020,07/04/2020,By Week,2020,,27,07/04/2020,South Dakota,,160,103,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/05/2020,07/11/2020,By Week,2020,,28,07/11/2020,South Dakota,14,172,120,17,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/12/2020,07/18/2020,By Week,2020,,29,07/18/2020,South Dakota,,158,111,13,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/19/2020,07/25/2020,By Week,2020,,30,07/25/2020,South Dakota,15,173,117,18,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/26/2020,08/01/2020,By Week,2020,,31,08/01/2020,South Dakota,,151,99,11,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/02/2020,08/08/2020,By Week,2020,,32,08/08/2020,South Dakota,,187,121,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/09/2020,08/15/2020,By Week,2020,,33,08/15/2020,South Dakota,11,162,109,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/16/2020,08/22/2020,By Week,2020,,34,08/22/2020,South Dakota,10,169,118,18,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/23/2020,08/29/2020,By Week,2020,,35,08/29/2020,South Dakota,13,189,125,11,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/30/2020,09/05/2020,By Week,2020,,36,09/05/2020,South Dakota,18,209,143,20,10,0,28,
01/30/2023,09/06/2020,09/12/2020,By Week,2020,,37,09/12/2020,South Dakota,20,182,117,12,10,0,22,
01/30/2023,09/13/2020,09/19/2020,By Week,2020,,38,09/19/2020,South Dakota,26,181,116,19,12,0,33,
01/30/2023,09/20/2020,09/26/2020,By Week,2020,,39,09/26/2020,South Dakota,35,191,129,26,18,0,43,
01/30/2023,09/27/2020,10/03/2020,By Week,2020,,40,10/03/2020,South Dakota,41,206,129,25,17,0,49,
01/30/2023,10/04/2020,10/10/2020,By Week,2020,,41,10/10/2020,South Dakota,44,215,127,34,22,0,56,
01/30/2023,10/11/2020,10/17/2020,By Week,2020,,42,10/17/2020,South Dakota,54,201,118,34,24,0,64,
01/30/2023,10/18/2020,10/24/2020,By Week,2020,,43,10/24/2020,South Dakota,60,243,153,31,18,0,73,
01/30/2023,10/25/2020,10/31/2020,By Week,2020,,44,10/31/2020,South Dakota,87,243,144,38,32,0,93,
01/30/2023,11/01/2020,11/07/2020,By Week,2020,,45,11/07/2020,South Dakota,149,356,224,61,55,0,155,
01/30/2023,11/08/2020,11/14/2020,By Week,2020,,46,11/14/2020,South Dakota,168,343,225,73,58,,183,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/15/2020,11/21/2020,By Week,2020,,47,11/21/2020,South Dakota,174,335,191,80,74,,180,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/22/2020,11/28/2020,By Week,2020,,48,11/28/2020,South Dakota,163,335,213,80,72,0,171,
01/30/2023,11/29/2020,12/05/2020,By Week,2020,,49,12/05/2020,South Dakota,147,305,195,71,60,0,158,
01/30/2023,12/06/2020,12/12/2020,By Week,2020,,50,12/12/2020,South Dakota,137,283,195,73,64,0,146,
01/30/2023,12/13/2020,12/19/2020,By Week,2020,,51,12/19/2020,South Dakota,95,236,144,53,42,0,106,
01/30/2023,12/20/2020,12/26/2020,By Week,2020,,52,12/26/2020,South Dakota,58,206,135,31,19,0,70,
01/30/2023,12/27/2020,01/02/2021,By Week,2020/2021,,53,01/02/2021,South Dakota,55,211,139,39,24,0,70,
01/30/2023,01/03/2021,01/09/2021,By Week,2021,,1,01/09/2021,South Dakota,65,220,131,49,34,0,80,
01/30/2023,01/10/2021,01/16/2021,By Week,2021,,2,01/16/2021,South Dakota,36,188,113,31,22,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/17/2021,01/23/2021,By Week,2021,,3,01/23/2021,South Dakota,34,191,119,29,19,0,44,
01/30/2023,01/24/2021,01/30/2021,By Week,2021,,4,01/30/2021,South Dakota,29,204,115,22,15,0,36,
01/30/2023,01/31/2021,02/06/2021,By Week,2021,,5,02/06/2021,South Dakota,30,189,109,25,14,0,41,
01/30/2023,02/07/2021,02/13/2021,By Week,2021,,6,02/13/2021,South Dakota,20,181,108,20,10,0,30,
01/30/2023,02/14/2021,02/20/2021,By Week,2021,,7,02/20/2021,South Dakota,12,166,100,13,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/21/2021,02/27/2021,By Week,2021,,8,02/27/2021,South Dakota,13,180,108,21,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/28/2021,03/06/2021,By Week,2021,,9,03/06/2021,South Dakota,,168,98,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/07/2021,03/13/2021,By Week,2021,,10,03/13/2021,South Dakota,,185,107,20,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/14/2021,03/20/2021,By Week,2021,,11,03/20/2021,South Dakota,,155,92,11,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/21/2021,03/27/2021,By Week,2021,,12,03/27/2021,South Dakota,12,167,107,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/28/2021,04/03/2021,By Week,2021,,13,04/03/2021,South Dakota,,153,97,16,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/04/2021,04/10/2021,By Week,2021,,14,04/10/2021,South Dakota,,143,89,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/11/2021,04/17/2021,By Week,2021,,15,04/17/2021,South Dakota,11,174,108,14,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/18/2021,04/24/2021,By Week,2021,,16,04/24/2021,South Dakota,10,169,106,19,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/25/2021,05/01/2021,By Week,2021,,17,05/01/2021,South Dakota,11,158,109,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/02/2021,05/08/2021,By Week,2021,,18,05/08/2021,South Dakota,,178,108,19,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/09/2021,05/15/2021,By Week,2021,,19,05/15/2021,South Dakota,,161,104,19,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/16/2021,05/22/2021,By Week,2021,,20,05/22/2021,South Dakota,,155,112,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/23/2021,05/29/2021,By Week,2021,,21,05/29/2021,South Dakota,,137,89,10,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/30/2021,06/05/2021,By Week,2021,,22,06/05/2021,South Dakota,,152,102,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/06/2021,06/12/2021,By Week,2021,,23,06/12/2021,South Dakota,,163,101,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/13/2021,06/19/2021,By Week,2021,,24,06/19/2021,South Dakota,,145,97,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/20/2021,06/26/2021,By Week,2021,,25,06/26/2021,South Dakota,,150,103,11,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/27/2021,07/03/2021,By Week,2021,,26,07/03/2021,South Dakota,,171,115,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/04/2021,07/10/2021,By Week,2021,,27,07/10/2021,South Dakota,0,154,100,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/11/2021,07/17/2021,By Week,2021,,28,07/17/2021,South Dakota,,158,110,12,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/18/2021,07/24/2021,By Week,2021,,29,07/24/2021,South Dakota,,163,115,11,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/25/2021,07/31/2021,By Week,2021,,30,07/31/2021,South Dakota,,164,111,11,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/01/2021,08/07/2021,By Week,2021,,31,08/07/2021,South Dakota,,159,104,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/08/2021,08/14/2021,By Week,2021,,32,08/14/2021,South Dakota,,161,104,14,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/15/2021,08/21/2021,By Week,2021,,33,08/21/2021,South Dakota,10,163,110,14,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/22/2021,08/28/2021,By Week,2021,,34,08/28/2021,South Dakota,13,182,127,16,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/29/2021,09/04/2021,By Week,2021,,35,09/04/2021,South Dakota,29,197,130,31,22,0,38,
01/30/2023,09/05/2021,09/11/2021,By Week,2021,,36,09/11/2021,South Dakota,21,186,127,28,13,0,36,
01/30/2023,09/12/2021,09/18/2021,By Week,2021,,37,09/18/2021,South Dakota,24,177,114,24,14,0,34,
01/30/2023,09/19/2021,09/25/2021,By Week,2021,,38,09/25/2021,South Dakota,31,215,138,37,23,0,45,
01/30/2023,09/26/2021,10/02/2021,By Week,2021,,39,10/02/2021,South Dakota,31,206,139,30,18,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/03/2021,10/09/2021,By Week,2021,,40,10/09/2021,South Dakota,20,176,110,24,16,0,28,
01/30/2023,10/10/2021,10/16/2021,By Week,2021,,41,10/16/2021,South Dakota,27,198,117,24,16,0,35,
01/30/2023,10/17/2021,10/23/2021,By Week,2021,,42,10/23/2021,South Dakota,31,190,112,32,16,0,47,
01/30/2023,10/24/2021,10/30/2021,By Week,2021,,43,10/30/2021,South Dakota,26,198,124,28,20,0,34,
01/30/2023,10/31/2021,11/06/2021,By Week,2021,,44,11/06/2021,South Dakota,25,214,127,24,15,0,34,
01/30/2023,11/07/2021,11/13/2021,By Week,2021,,45,11/13/2021,South Dakota,36,200,126,29,18,0,47,
01/30/2023,11/14/2021,11/20/2021,By Week,2021,,46,11/20/2021,South Dakota,37,219,144,35,20,0,52,
01/30/2023,11/21/2021,11/27/2021,By Week,2021,,47,11/27/2021,South Dakota,42,217,124,30,18,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/28/2021,12/04/2021,By Week,2021,,48,12/04/2021,South Dakota,35,219,139,30,19,0,46,
01/30/2023,12/05/2021,12/11/2021,By Week,2021,,49,12/11/2021,South Dakota,31,229,146,31,20,0,42,
01/30/2023,12/12/2021,12/18/2021,By Week,2021,,50,12/18/2021,South Dakota,52,212,146,41,39,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/19/2021,12/25/2021,By Week,2021,,51,12/25/2021,South Dakota,32,194,118,31,22,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/26/2021,01/01/2022,By Week,2021/2022,,52,01/01/2022,South Dakota,38,216,142,31,19,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/02/2022,01/08/2022,By Week,2022,,1,01/08/2022,South Dakota,55,233,139,47,35,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/09/2022,01/15/2022,By Week,2022,,2,01/15/2022,South Dakota,34,234,141,30,20,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/16/2022,01/22/2022,By Week,2022,,3,01/22/2022,South Dakota,33,215,134,31,19,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/23/2022,01/29/2022,By Week,2022,,4,01/29/2022,South Dakota,44,226,127,35,26,,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/30/2022,02/05/2022,By Week,2022,,5,02/05/2022,South Dakota,46,219,127,34,27,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/06/2022,02/12/2022,By Week,2022,,6,02/12/2022,South Dakota,43,214,128,25,18,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/13/2022,02/19/2022,By Week,2022,,7,02/19/2022,South Dakota,38,223,135,32,18,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/20/2022,02/26/2022,By Week,2022,,8,02/26/2022,South Dakota,21,160,96,22,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,02/27/2022,03/05/2022,By Week,2022,,9,03/05/2022,South Dakota,15,147,86,13,,,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/06/2022,03/12/2022,By Week,2022,,10,03/12/2022,South Dakota,15,168,97,14,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/13/2022,03/19/2022,By Week,2022,,11,03/19/2022,South Dakota,11,169,101,20,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/20/2022,03/26/2022,By Week,2022,,12,03/26/2022,South Dakota,,176,112,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,03/27/2022,04/02/2022,By Week,2022,,13,04/02/2022,South Dakota,10,187,119,14,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/03/2022,04/09/2022,By Week,2022,,14,04/09/2022,South Dakota,,164,102,13,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/10/2022,04/16/2022,By Week,2022,,15,04/16/2022,South Dakota,,155,96,17,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/17/2022,04/23/2022,By Week,2022,,16,04/23/2022,South Dakota,,163,102,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,04/24/2022,04/30/2022,By Week,2022,,17,04/30/2022,South Dakota,,177,123,11,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/01/2022,05/07/2022,By Week,2022,,18,05/07/2022,South Dakota,0,151,92,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/08/2022,05/14/2022,By Week,2022,,19,05/14/2022,South Dakota,,179,115,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/15/2022,05/21/2022,By Week,2022,,20,05/21/2022,South Dakota,,154,111,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/22/2022,05/28/2022,By Week,2022,,21,05/28/2022,South Dakota,,153,100,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,05/29/2022,06/04/2022,By Week,2022,,22,06/04/2022,South Dakota,,145,98,14,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/05/2022,06/11/2022,By Week,2022,,23,06/11/2022,South Dakota,,159,99,10,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/12/2022,06/18/2022,By Week,2022,,24,06/18/2022,South Dakota,,139,93,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/19/2022,06/25/2022,By Week,2022,,25,06/25/2022,South Dakota,,161,111,12,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,06/26/2022,07/02/2022,By Week,2022,,26,07/02/2022,South Dakota,,147,98,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/03/2022,07/09/2022,By Week,2022,,27,07/09/2022,South Dakota,,188,122,13,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/10/2022,07/16/2022,By Week,2022,,28,07/16/2022,South Dakota,,163,114,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/17/2022,07/23/2022,By Week,2022,,29,07/23/2022,South Dakota,10,172,121,15,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/24/2022,07/30/2022,By Week,2022,,30,07/30/2022,South Dakota,10,175,118,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,07/31/2022,08/06/2022,By Week,2022,,31,08/06/2022,South Dakota,,171,112,14,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/07/2022,08/13/2022,By Week,2022,,32,08/13/2022,South Dakota,10,180,117,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/14/2022,08/20/2022,By Week,2022,,33,08/20/2022,South Dakota,,157,106,13,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/21/2022,08/27/2022,By Week,2022,,34,08/27/2022,South Dakota,,150,105,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,08/28/2022,09/03/2022,By Week,2022,,35,09/03/2022,South Dakota,11,144,95,10,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/04/2022,09/10/2022,By Week,2022,,36,09/10/2022,South Dakota,,182,125,13,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/11/2022,09/17/2022,By Week,2022,,37,09/17/2022,South Dakota,13,154,99,14,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/18/2022,09/24/2022,By Week,2022,,38,09/24/2022,South Dakota,,172,110,18,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,09/25/2022,10/01/2022,By Week,2022,,39,10/01/2022,South Dakota,,149,101,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/02/2022,10/08/2022,By Week,2022,,40,10/08/2022,South Dakota,,145,91,12,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/09/2022,10/15/2022,By Week,2022,,41,10/15/2022,South Dakota,,179,106,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/16/2022,10/22/2022,By Week,2022,,42,10/22/2022,South Dakota,14,186,109,,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/23/2022,10/29/2022,By Week,2022,,43,10/29/2022,South Dakota,,176,110,14,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,10/30/2022,11/05/2022,By Week,2022,,44,11/05/2022,South Dakota,14,182,108,11,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/06/2022,11/12/2022,By Week,2022,,45,11/12/2022,South Dakota,,162,102,13,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/13/2022,11/19/2022,By Week,2022,,46,11/19/2022,South Dakota,,168,110,20,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/20/2022,11/26/2022,By Week,2022,,47,11/26/2022,South Dakota,,181,103,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,11/27/2022,12/03/2022,By Week,2022,,48,12/03/2022,South Dakota,11,165,105,18,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/04/2022,12/10/2022,By Week,2022,,49,12/10/2022,South Dakota,,144,92,13,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/11/2022,12/17/2022,By Week,2022,,50,12/17/2022,South Dakota,,180,124,16,,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/18/2022,12/24/2022,By Week,2022,,51,12/24/2022,South Dakota,,159,97,,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/25/2022,12/31/2022,By Week,2022,,52,12/31/2022,South Dakota,,126,83,10,,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/01/2023,01/07/2023,By Week,2023,,1,01/07/2023,South Dakota,,145,86,,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/08/2023,01/14/2023,By Week,2023,,2,01/14/2023,South Dakota,,128,77,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/15/2023,01/21/2023,By Week,2023,,3,01/21/2023,South Dakota,,79,49,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,01/22/2023,01/28/2023,By Week,2023,,4,01/28/2023,South Dakota,0,10,6,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/30/2023,12/29/2019,01/04/2020,By Week,2019/2020,,1,01/04/2020,Tennessee,0,"1,614",99,132,0,25,157,
01/30/2023,01/05/2020,01/11/2020,By Week,2020,,2,01/11/2020,Tennessee,0,"1,687",104,152,0,29,181,
01/30/2023,01/12/2020,01/18/2020,By Week,2020,,3,01/18/2020,Tennessee,0,"1,597",101,151,0,19,170,
01/30/2023,01/19/2020,01/25/2020,By Week,2020,,4,01/25/2020,Tennessee,0,"1,532",101,116,0,22,138,
01/30/2023,01/26/2020,02/01/2020,By Week,2020,,5,02/01/2020,Tennessee,0,"1,591",104,126,0,13,139,
