time,regions,n2o
2109,JPK,0.13
2109,ANZ,0.13
2109,EEU,0.2
2109,FSU,0.32
2109,MDE,0.34
2109,CAM,0.26
2109,LAM,1.54
2109,SAS,1.84
2109,SEA,0.61
2109,CHI,0.42
2109,MAF,0.74
2109,SSA,1.32
2109,SIS,0.01
2110,USA,1.46
2110,CAN,0.22
2110,WEU,0.84
2110,JPK,0.13
2110,ANZ,0.13
2110,EEU,0.2
2110,FSU,0.32
2110,MDE,0.34
2110,CAM,0.26
2110,LAM,1.54
2110,SAS,1.84
2110,SEA,0.61
2110,CHI,0.42
2110,MAF,0.74
2110,SSA,1.32
2110,SIS,0.01
2111,USA,1.46
2111,CAN,0.22
2111,WEU,0.84
2111,JPK,0.13
2111,ANZ,0.13
2111,EEU,0.2
2111,FSU,0.32
2111,MDE,0.34
2111,CAM,0.26
2111,LAM,1.54
2111,SAS,1.84
2111,SEA,0.61
2111,CHI,0.42
2111,MAF,0.74
2111,SSA,1.32
2111,SIS,0.01
2112,USA,1.46
2112,CAN,0.22
2112,WEU,0.84
2112,JPK,0.13
2112,ANZ,0.13
2112,EEU,0.2
2112,FSU,0.32
2112,MDE,0.34
2112,CAM,0.26
2112,LAM,1.54
2112,SAS,1.84
2112,SEA,0.61
2112,CHI,0.42
2112,MAF,0.74
2112,SSA,1.32
2112,SIS,0.01
2113,USA,1.46
2113,CAN,0.22
2113,WEU,0.84
2113,JPK,0.13
2113,ANZ,0.13
2113,EEU,0.2
2113,FSU,0.32
2113,MDE,0.35
2113,CAM,0.26
2113,LAM,1.54
2113,SAS,1.84
2113,SEA,0.61
2113,CHI,0.42
2113,MAF,0.74
2113,SSA,1.32
2113,SIS,0.01
2114,USA,1.46
2114,CAN,0.22
2114,WEU,0.84
2114,JPK,0.13
2114,ANZ,0.13
2114,EEU,0.2
2114,FSU,0.32
2114,MDE,0.35
2114,CAM,0.26
2114,LAM,1.54
2114,SAS,1.84
2114,SEA,0.61
2114,CHI,0.42
2114,MAF,0.74
2114,SSA,1.32
2114,SIS,0.01
2115,USA,1.46
2115,CAN,0.22
2115,WEU,0.84
2115,JPK,0.13
2115,ANZ,0.13
2115,EEU,0.2
2115,FSU,0.32
2115,MDE,0.35
2115,CAM,0.26
2115,LAM,1.55
2115,SAS,1.84
2115,SEA,0.61
2115,CHI,0.42
2115,MAF,0.74
2115,SSA,1.32
2115,SIS,0.01
2116,USA,1.46
2116,CAN,0.22
2116,WEU,0.84
2116,JPK,0.13
2116,ANZ,0.13
2116,EEU,0.2
2116,FSU,0.32
2116,MDE,0.35
2116,CAM,0.26
2116,LAM,1.55
2116,SAS,1.85
2116,SEA,0.61
2116,CHI,0.42
2116,MAF,0.74
2116,SSA,1.32
2116,SIS,0.01
2117,USA,1.46
2117,CAN,0.22
2117,WEU,0.84
2117,JPK,0.13
2117,ANZ,0.13
2117,EEU,0.2
2117,FSU,0.32
2117,MDE,0.35
2117,CAM,0.26
2117,LAM,1.55
2117,SAS,1.85
2117,SEA,0.61
2117,CHI,0.42
2117,MAF,0.74
2117,SSA,1.32
2117,SIS,0.01
2118,USA,1.47
2118,CAN,0.22
2118,WEU,0.84
2118,JPK,0.13
2118,ANZ,0.13
2118,EEU,0.2
2118,FSU,0.32
2118,MDE,0.35
2118,CAM,0.26
2118,LAM,1.55
2118,SAS,1.85
2118,SEA,0.61
2118,CHI,0.42
2118,MAF,0.74
2118,SSA,1.32
2118,SIS,0.01
2119,USA,1.47
2119,CAN,0.22
2119,WEU,0.84
2119,JPK,0.13
2119,ANZ,0.13
2119,EEU,0.2
2119,FSU,0.32
2119,MDE,0.35
2119,CAM,0.26
2119,LAM,1.55
2119,SAS,1.85
2119,SEA,0.61
2119,CHI,0.42
2119,MAF,0.74
2119,SSA,1.32
2119,SIS,0.01
2120,USA,1.47
2120,CAN,0.22
2120,WEU,0.84
2120,JPK,0.13
2120,ANZ,0.13
2120,EEU,0.2
2120,FSU,0.32
2120,MDE,0.35
2120,CAM,0.26
2120,LAM,1.55
2120,SAS,1.85
2120,SEA,0.61
2120,CHI,0.42
2120,MAF,0.74
2120,SSA,1.32
2120,SIS,0.01
2121,USA,1.47
2121,CAN,0.22
2121,WEU,0.85
2121,JPK,0.13
2121,ANZ,0.13
2121,EEU,0.2
2121,FSU,0.32
2121,MDE,0.35
2121,CAM,0.27
2121,LAM,1.55
2121,SAS,1.85
2121,SEA,0.61
2121,CHI,0.42
2121,MAF,0.74
2121,SSA,1.32
2121,SIS,0.01
2122,USA,1.47
2122,CAN,0.22
2122,WEU,0.85
2122,JPK,0.13
2122,ANZ,0.13
2122,EEU,0.2
2122,FSU,0.32
2122,MDE,0.35
2122,CAM,0.27
2122,LAM,1.55
2122,SAS,1.85
2122,SEA,0.61
2122,CHI,0.42
2122,MAF,0.74
2122,SSA,1.33
2122,SIS,0.01
2123,USA,1.47
2123,CAN,0.22
2123,WEU,0.85
2123,JPK,0.13
2123,ANZ,0.13
2123,EEU,0.2
2123,FSU,0.32
2123,MDE,0.35
2123,CAM,0.27
2123,LAM,1.55
2123,SAS,1.85
2123,SEA,0.61
2123,CHI,0.42
2123,MAF,0.74
2123,SSA,1.33
2123,SIS,0.01
2124,USA,1.47
2124,CAN,0.22
2124,WEU,0.85
2124,JPK,0.13
2124,ANZ,0.13
2124,EEU,0.2
2124,FSU,0.32
2124,MDE,0.35
2124,CAM,0.27
2124,LAM,1.55
2124,SAS,1.85
2124,SEA,0.61
2124,CHI,0.42
2124,MAF,0.74
2124,SSA,1.33
2124,SIS,0.01
2125,USA,1.47
2125,CAN,0.22
2125,WEU,0.85
2125,JPK,0.13
2125,ANZ,0.13
2125,EEU,0.2
2125,FSU,0.32
2125,MDE,0.35
2125,CAM,0.27
2125,LAM,1.55
2125,SAS,1.86
2125,SEA,0.61
2125,CHI,0.42
2125,MAF,0.74
2125,SSA,1.33
2125,SIS,0.01
2126,USA,1.47
2126,CAN,0.22
2126,WEU,0.85
2126,JPK,0.13
2126,ANZ,0.13
2126,EEU,0.2
2126,FSU,0.32
2126,MDE,0.35
2126,CAM,0.27
2126,LAM,1.56
2126,SAS,1.86
2126,SEA,0.61
2126,CHI,0.42
2126,MAF,0.74
2126,SSA,1.33
2126,SIS,0.01
2127,USA,1.47
2127,CAN,0.22
2127,WEU,0.85
2127,JPK,0.13
2127,ANZ,0.13
2127,EEU,0.2
2127,FSU,0.32
2127,MDE,0.35
2127,CAM,0.27
2127,LAM,1.56
2127,SAS,1.86
2127,SEA,0.61
2127,CHI,0.42
2127,MAF,0.74
2127,SSA,1.33
2127,SIS,0.01
2128,USA,1.47
2128,CAN,0.22
2128,WEU,0.85
2128,JPK,0.13
2128,ANZ,0.13
2128,EEU,0.2
2128,FSU,0.32
2128,MDE,0.35
2128,CAM,0.27
2128,LAM,1.56
2128,SAS,1.86
2128,SEA,0.62
2128,CHI,0.42
2128,MAF,0.74
2128,SSA,1.33
2128,SIS,0.01
2129,USA,1.47
2129,CAN,0.22
2129,WEU,0.85
2129,JPK,0.13
2129,ANZ,0.13
2129,EEU,0.2
2129,FSU,0.32
2129,MDE,0.35
2129,CAM,0.27
2129,LAM,1.56
2129,SAS,1.86
2129,SEA,0.62
2129,CHI,0.42
2129,MAF,0.74
2129,SSA,1.33
2129,SIS,0.01
2130,USA,1.48
2130,CAN,0.22
2130,WEU,0.85
2130,JPK,0.13
2130,ANZ,0.13
2130,EEU,0.2
2130,FSU,0.32
2130,MDE,0.35
2130,CAM,0.27
2130,LAM,1.56
2130,SAS,1.86
2130,SEA,0.62
2130,CHI,0.42
2130,MAF,0.74
2130,SSA,1.33
2130,SIS,0.01
2131,USA,1.48
2131,CAN,0.22
2131,WEU,0.85
2131,JPK,0.13
2131,ANZ,0.13
2131,EEU,0.2
2131,FSU,0.32
2131,MDE,0.35
2131,CAM,0.27
2131,LAM,1.56
2131,SAS,1.86
2131,SEA,0.62
2131,CHI,0.42
2131,MAF,0.75
2131,SSA,1.33
2131,SIS,0.01
2132,USA,1.48
2132,CAN,0.22
2132,WEU,0.85
2132,JPK,0.13
2132,ANZ,0.13
2132,EEU,0.21
2132,FSU,0.32
2132,MDE,0.35
2132,CAM,0.27
2132,LAM,1.56
2132,SAS,1.86
2132,SEA,0.62
2132,CHI,0.42
2132,MAF,0.75
2132,SSA,1.33
2132,SIS,0.01
2133,USA,1.48
2133,CAN,0.22
2133,WEU,0.85
2133,JPK,0.13
2133,ANZ,0.13
2133,EEU,0.21
2133,FSU,0.32
2133,MDE,0.35
2133,CAM,0.27
2133,LAM,1.56
2133,SAS,1.86
2133,SEA,0.62
2133,CHI,0.42
2133,MAF,0.75
2133,SSA,1.33
2133,SIS,0.01
2134,USA,1.48
2134,CAN,0.22
2134,WEU,0.85
2134,JPK,0.13
2134,ANZ,0.13
2134,EEU,0.21
2134,FSU,0.32
2134,MDE,0.35
2134,CAM,0.27
2134,LAM,1.56
2134,SAS,1.86
2134,SEA,0.62
2134,CHI,0.42
2134,MAF,0.75
2134,SSA,1.33
2134,SIS,0.01
2135,USA,1.48
2135,CAN,0.22
2135,WEU,0.85
2135,JPK,0.13
2135,ANZ,0.13
2135,EEU,0.21
2135,FSU,0.32
2135,MDE,0.35
2135,CAM,0.27
2135,LAM,1.56
2135,SAS,1.87
2135,SEA,0.62
2135,CHI,0.42
2135,MAF,0.75
2135,SSA,1.34
2135,SIS,0.01
2136,USA,1.48
2136,CAN,0.22
2136,WEU,0.85
2136,JPK,0.13
2136,ANZ,0.13
2136,EEU,0.21
2136,FSU,0.32
2136,MDE,0.35
2136,CAM,0.27
2136,LAM,1.56
2136,SAS,1.87
2136,SEA,0.62
2136,CHI,0.42
2136,MAF,0.75
2136,SSA,1.34
2136,SIS,0.01
2137,USA,1.48
2137,CAN,0.22
2137,WEU,0.85
2137,JPK,0.13
2137,ANZ,0.13
2137,EEU,0.21
2137,FSU,0.32
2137,MDE,0.35
2137,CAM,0.27
2137,LAM,1.56
2137,SAS,1.87
2137,SEA,0.62
2137,CHI,0.42
2137,MAF,0.75
2137,SSA,1.34
2137,SIS,0.01
2138,USA,1.48
2138,CAN,0.22
2138,WEU,0.85
2138,JPK,0.13
2138,ANZ,0.13
2138,EEU,0.21
2138,FSU,0.32
2138,MDE,0.35
2138,CAM,0.27
2138,LAM,1.57
2138,SAS,1.87
2138,SEA,0.62
2138,CHI,0.43
2138,MAF,0.75
2138,SSA,1.34
2138,SIS,0.01
2139,USA,1.48
2139,CAN,0.22
2139,WEU,0.85
2139,JPK,0.13
2139,ANZ,0.13
2139,EEU,0.21
2139,FSU,0.32
2139,MDE,0.35
2139,CAM,0.27
2139,LAM,1.57
2139,SAS,1.87
2139,SEA,0.62
2139,CHI,0.43
2139,MAF,0.75
2139,SSA,1.34
2139,SIS,0.01
2140,USA,1.48
2140,CAN,0.22
2140,WEU,0.85
2140,JPK,0.13
2140,ANZ,0.13
2140,EEU,0.21
2140,FSU,0.32
2140,MDE,0.35
2140,CAM,0.27
2140,LAM,1.57
2140,SAS,1.87
2140,SEA,0.62
2140,CHI,0.43
2140,MAF,0.75
2140,SSA,1.34
2140,SIS,0.01
2141,USA,1.48
2141,CAN,0.22
2141,WEU,0.85
2141,JPK,0.14
2141,ANZ,0.13
2141,EEU,0.21
2141,FSU,0.32
2141,MDE,0.35
2141,CAM,0.27
2141,LAM,1.57
2141,SAS,1.87
2141,SEA,0.62
2141,CHI,0.43
2141,MAF,0.75
2141,SSA,1.34
2141,SIS,0.01
2142,USA,1.49
2142,CAN,0.22
2142,WEU,0.86
2142,JPK,0.14
2142,ANZ,0.13
2142,EEU,0.21
2142,FSU,0.32
2142,MDE,0.35
2142,CAM,0.27
2142,LAM,1.57
2142,SAS,1.87
2142,SEA,0.62
2142,CHI,0.43
2142,MAF,0.75
2142,SSA,1.34
2142,SIS,0.01
2143,USA,1.49
2143,CAN,0.22
2143,WEU,0.86
2143,JPK,0.14
2143,ANZ,0.13
2143,EEU,0.21
2143,FSU,0.32
2143,MDE,0.35
2143,CAM,0.27
2143,LAM,1.57
2143,SAS,1.87
2143,SEA,0.62
2143,CHI,0.43
2143,MAF,0.75
2143,SSA,1.34
2143,SIS,0.01
2144,USA,1.49
2144,CAN,0.22
2144,WEU,0.86
2144,JPK,0.14
2144,ANZ,0.13
2144,EEU,0.21
2144,FSU,0.32
2144,MDE,0.35
2144,CAM,0.27
2144,LAM,1.57
2144,SAS,1.88
2144,SEA,0.62
2144,CHI,0.43
2144,MAF,0.75
2144,SSA,1.34
2144,SIS,0.01
2145,USA,1.49
2145,CAN,0.22
2145,WEU,0.86
2145,JPK,0.14
2145,ANZ,0.13
2145,EEU,0.21
2145,FSU,0.32
2145,MDE,0.35
2145,CAM,0.27
2145,LAM,1.57
2145,SAS,1.88
2145,SEA,0.62
2145,CHI,0.43
2145,MAF,0.75
2145,SSA,1.34
2145,SIS,0.01
2146,USA,1.49
2146,CAN,0.22
2146,WEU,0.86
2146,JPK,0.14
2146,ANZ,0.13
2146,EEU,0.21
2146,FSU,0.33
2146,MDE,0.35
2146,CAM,0.27
2146,LAM,1.57
2146,SAS,1.88
2146,SEA,0.62
2146,CHI,0.43
2146,MAF,0.75
2146,SSA,1.34
2146,SIS,0.01
2147,USA,1.49
2147,CAN,0.23
2147,WEU,0.86
2147,JPK,0.14
2147,ANZ,0.13
2147,EEU,0.21
2147,FSU,0.33
2147,MDE,0.35
2147,CAM,0.27
2147,LAM,1.57
2147,SAS,1.88
2147,SEA,0.62
2147,CHI,0.43
2147,MAF,0.75
2147,SSA,1.34
2147,SIS,0.01
2148,USA,1.49
2148,CAN,0.23
2148,WEU,0.86
2148,JPK,0.14
2148,ANZ,0.13
2148,EEU,0.21
2148,FSU,0.33
2148,MDE,0.35
2148,CAM,0.27
2148,LAM,1.57
2148,SAS,1.88
2148,SEA,0.62
2148,CHI,0.43
2148,MAF,0.75
2148,SSA,1.34
2148,SIS,0.01
2149,USA,1.49
2149,CAN,0.23
2149,WEU,0.86
2149,JPK,0.14
2149,ANZ,0.13
2149,EEU,0.21
2149,FSU,0.33
2149,MDE,0.35
2149,CAM,0.27
2149,LAM,1.58
2149,SAS,1.88
2149,SEA,0.62
2149,CHI,0.43
2149,MAF,0.75
2149,SSA,1.35
2149,SIS,0.01
2150,USA,1.49
2150,CAN,0.23
2150,WEU,0.86
2150,JPK,0.14
2150,ANZ,0.13
2150,EEU,0.21
2150,FSU,0.33
2150,MDE,0.35
2150,CAM,0.27
2150,LAM,1.58
2150,SAS,1.88
2150,SEA,0.62
2150,CHI,0.43
2150,MAF,0.75
2150,SSA,1.35
2150,SIS,0.01
2151,USA,1.49
2151,CAN,0.23
2151,WEU,0.86
2151,JPK,0.14
2151,ANZ,0.13
2151,EEU,0.21
2151,FSU,0.33
2151,MDE,0.35
2151,CAM,0.27
2151,LAM,1.58
2151,SAS,1.88
2151,SEA,0.62
2151,CHI,0.43
2151,MAF,0.75
2151,SSA,1.35
2151,SIS,0.01
2152,USA,1.49
2152,CAN,0.23
2152,WEU,0.86
2152,JPK,0.14
2152,ANZ,0.13
2152,EEU,0.21
2152,FSU,0.33
2152,MDE,0.35
2152,CAM,0.27
2152,LAM,1.58
2152,SAS,1.88
2152,SEA,0.62
2152,CHI,0.43
2152,MAF,0.75
2152,SSA,1.35
2152,SIS,0.01
2153,USA,1.49
2153,CAN,0.23
2153,WEU,0.86
2153,JPK,0.14
2153,ANZ,0.13
2153,EEU,0.21
2153,FSU,0.33
2153,MDE,0.35
2153,CAM,0.27
2153,LAM,1.58
2153,SAS,1.88
2153,SEA,0.62
2153,CHI,0.43
2153,MAF,0.75
2153,SSA,1.35
2153,SIS,0.01
2154,USA,1.5
2154,CAN,0.23
2154,WEU,0.86
2154,JPK,0.14
2154,ANZ,0.13
2154,EEU,0.21
2154,FSU,0.33
2154,MDE,0.35
2154,CAM,0.27
2154,LAM,1.58
2154,SAS,1.89
2154,SEA,0.62
2154,CHI,0.43
2154,MAF,0.76
2154,SSA,1.35
2154,SIS,0.01
2155,USA,1.5
2155,CAN,0.23
2155,WEU,0.86
2155,JPK,0.14
2155,ANZ,0.13
2155,EEU,0.21
2155,FSU,0.33
2155,MDE,0.35
2155,CAM,0.27
2155,LAM,1.58
2155,SAS,1.89
2155,SEA,0.62
2155,CHI,0.43
2155,MAF,0.76
2155,SSA,1.35
2155,SIS,0.01
2156,USA,1.5
2156,CAN,0.23
2156,WEU,0.86
2156,JPK,0.14
2156,ANZ,0.14
2156,EEU,0.21
2156,FSU,0.33
2156,MDE,0.35
2156,CAM,0.27
2156,LAM,1.58
2156,SAS,1.89
2156,SEA,0.63
2156,CHI,0.43
2156,MAF,0.76
2156,SSA,1.35
2156,SIS,0.01
2157,USA,1.5
2157,CAN,0.23
2157,WEU,0.86
2157,JPK,0.14
2157,ANZ,0.14
2157,EEU,0.21
2157,FSU,0.33
2157,MDE,0.35
2157,CAM,0.27
2157,LAM,1.58
2157,SAS,1.89
2157,SEA,0.63
2157,CHI,0.43
2157,MAF,0.76
2157,SSA,1.35
2157,SIS,0.01
2158,USA,1.5
2158,CAN,0.23
2158,WEU,0.86
2158,JPK,0.14
2158,ANZ,0.14
2158,EEU,0.21
2158,FSU,0.33
2158,MDE,0.35
2158,CAM,0.27
2158,LAM,1.58
2158,SAS,1.89
2158,SEA,0.63
2158,CHI,0.43
2158,MAF,0.76
2158,SSA,1.35
2158,SIS,0.01
2159,USA,1.5
2159,CAN,0.23
2159,WEU,0.86
2159,JPK,0.14
2159,ANZ,0.14
2159,EEU,0.21
2159,FSU,0.33
2159,MDE,0.35
2159,CAM,0.27
2159,LAM,1.58
2159,SAS,1.89
2159,SEA,0.63
2159,CHI,0.43
2159,MAF,0.76
2159,SSA,1.35
2159,SIS,0.01
2160,USA,1.5
2160,CAN,0.23
2160,WEU,0.86
2160,JPK,0.14
2160,ANZ,0.14
2160,EEU,0.21
2160,FSU,0.33
2160,MDE,0.35
2160,CAM,0.27
2160,LAM,1.59
2160,SAS,1.89
2160,SEA,0.63
2160,CHI,0.43
2160,MAF,0.76
2160,SSA,1.35
2160,SIS,0.01
2161,USA,1.5
2161,CAN,0.23
2161,WEU,0.86
2161,JPK,0.14
2161,ANZ,0.14
2161,EEU,0.21
2161,FSU,0.33
2161,MDE,0.35
2161,CAM,0.27
2161,LAM,1.59
2161,SAS,1.89
2161,SEA,0.63
2161,CHI,0.43
2161,MAF,0.76
2161,SSA,1.35
2161,SIS,0.01
2162,USA,1.5
2162,CAN,0.23
2162,WEU,0.87
2162,JPK,0.14
2162,ANZ,0.14
2162,EEU,0.21
2162,FSU,0.33
2162,MDE,0.35
2162,CAM,0.27
2162,LAM,1.59
2162,SAS,1.89
2162,SEA,0.63
2162,CHI,0.43
2162,MAF,0.76
2162,SSA,1.36
2162,SIS,0.01
2163,USA,1.5
2163,CAN,0.23
2163,WEU,0.87
2163,JPK,0.14
2163,ANZ,0.14
2163,EEU,0.21
2163,FSU,0.33
2163,MDE,0.35
2163,CAM,0.27
2163,LAM,1.59
2163,SAS,1.89
2163,SEA,0.63
2163,CHI,0.43
2163,MAF,0.76
2163,SSA,1.36
2163,SIS,0.01
2164,USA,1.5
2164,CAN,0.23
2164,WEU,0.87
2164,JPK,0.14
2164,ANZ,0.14
2164,EEU,0.21
2164,FSU,0.33
2164,MDE,0.36
2164,CAM,0.27
2164,LAM,1.59
2164,SAS,1.9
2164,SEA,0.63
2164,CHI,0.43
2164,MAF,0.76
2164,SSA,1.36
2164,SIS,0.01
2165,USA,1.5
2165,CAN,0.23
2165,WEU,0.87
2165,JPK,0.14
2165,ANZ,0.14
2165,EEU,0.21
2165,FSU,0.33
2165,MDE,0.36
2165,CAM,0.27
2165,LAM,1.59
2165,SAS,1.9
2165,SEA,0.63
2165,CHI,0.43
2165,MAF,0.76
2165,SSA,1.36
2165,SIS,0.01
2166,USA,1.51
2166,CAN,0.23
2166,WEU,0.87
2166,JPK,0.14
2166,ANZ,0.14
2166,EEU,0.21
2166,FSU,0.33
2166,MDE,0.36
2166,CAM,0.27
2166,LAM,1.59
2166,SAS,1.9
2166,SEA,0.63
2166,CHI,0.43
2166,MAF,0.76
2166,SSA,1.36
2166,SIS,0.01
2167,USA,1.51
2167,CAN,0.23
2167,WEU,0.87
2167,JPK,0.14
2167,ANZ,0.14
2167,EEU,0.21
2167,FSU,0.33
2167,MDE,0.36
2167,CAM,0.27
2167,LAM,1.59
2167,SAS,1.9
2167,SEA,0.63
2167,CHI,0.43
2167,MAF,0.76
2167,SSA,1.36
2167,SIS,0.01
2168,USA,1.51
2168,CAN,0.23
2168,WEU,0.87
2168,JPK,0.14
2168,ANZ,0.14
2168,EEU,0.21
2168,FSU,0.33
2168,MDE,0.36
2168,CAM,0.27
2168,LAM,1.59
2168,SAS,1.9
2168,SEA,0.63
2168,CHI,0.43
2168,MAF,0.76
2168,SSA,1.36
2168,SIS,0.01
2169,USA,1.51
2169,CAN,0.23
2169,WEU,0.87
2169,JPK,0.14
2169,ANZ,0.14
2169,EEU,0.21
2169,FSU,0.33
2169,MDE,0.36
2169,CAM,0.27
2169,LAM,1.59
2169,SAS,1.9
2169,SEA,0.63
2169,CHI,0.43
2169,MAF,0.76
2169,SSA,1.36
2169,SIS,0.01
2170,USA,1.51
2170,CAN,0.23
2170,WEU,0.87
2170,JPK,0.14
2170,ANZ,0.14
2170,EEU,0.21
2170,FSU,0.33
2170,MDE,0.36
2170,CAM,0.27
2170,LAM,1.59
2170,SAS,1.9
2170,SEA,0.63
2170,CHI,0.43
2170,MAF,0.76
2170,SSA,1.36
2170,SIS,0.01
2171,USA,1.51
2171,CAN,0.23
2171,WEU,0.87
2171,JPK,0.14
2171,ANZ,0.14
2171,EEU,0.21
2171,FSU,0.33
2171,MDE,0.36
2171,CAM,0.27
2171,LAM,1.59
2171,SAS,1.9
2171,SEA,0.63
2171,CHI,0.43
2171,MAF,0.76
2171,SSA,1.36
2171,SIS,0.01
2172,USA,1.51
2172,CAN,0.23
2172,WEU,0.87
2172,JPK,0.14
2172,ANZ,0.14
2172,EEU,0.21
2172,FSU,0.33
2172,MDE,0.36
2172,CAM,0.27
2172,LAM,1.6
2172,SAS,1.9
2172,SEA,0.63
2172,CHI,0.43
2172,MAF,0.76
2172,SSA,1.36
2172,SIS,0.01
2173,USA,1.51
2173,CAN,0.23
2173,WEU,0.87
2173,JPK,0.14
2173,ANZ,0.14
2173,EEU,0.21
2173,FSU,0.33
2173,MDE,0.36
2173,CAM,0.27
2173,LAM,1.6
2173,SAS,1.91
2173,SEA,0.63
2173,CHI,0.43
2173,MAF,0.76
2173,SSA,1.36
2173,SIS,0.01
2174,USA,1.51
2174,CAN,0.23
2174,WEU,0.87
2174,JPK,0.14
2174,ANZ,0.14
2174,EEU,0.21
2174,FSU,0.33
2174,MDE,0.36
2174,CAM,0.27
2174,LAM,1.6
2174,SAS,1.91
2174,SEA,0.63
2174,CHI,0.43
2174,MAF,0.76
2174,SSA,1.36
2174,SIS,0.01
2175,USA,1.51
2175,CAN,0.23
2175,WEU,0.87
2175,JPK,0.14
2175,ANZ,0.14
2175,EEU,0.21
2175,FSU,0.33
2175,MDE,0.36
2175,CAM,0.27
2175,LAM,1.6
2175,SAS,1.91
2175,SEA,0.63
2175,CHI,0.43
2175,MAF,0.76
2175,SSA,1.37
2175,SIS,0.01
2176,USA,1.51
2176,CAN,0.23
2176,WEU,0.87
2176,JPK,0.14
2176,ANZ,0.14
2176,EEU,0.21
2176,FSU,0.33
2176,MDE,0.36
2176,CAM,0.27
2176,LAM,1.6
2176,SAS,1.91
2176,SEA,0.63
2176,CHI,0.43
2176,MAF,0.76
2176,SSA,1.37
2176,SIS,0.01
2177,USA,1.51
2177,CAN,0.23
2177,WEU,0.87
2177,JPK,0.14
2177,ANZ,0.14
2177,EEU,0.21
2177,FSU,0.33
2177,MDE,0.36
2177,CAM,0.27
2177,LAM,1.6
2177,SAS,1.91
2177,SEA,0.63
2177,CHI,0.43
2177,MAF,0.76
2177,SSA,1.37
2177,SIS,0.01
2178,USA,1.52
2178,CAN,0.23
2178,WEU,0.87
2178,JPK,0.14
2178,ANZ,0.14
2178,EEU,0.21
2178,FSU,0.33
2178,MDE,0.36
2178,CAM,0.27
2178,LAM,1.6
2178,SAS,1.91
2178,SEA,0.63
2178,CHI,0.43
2178,MAF,0.77
2178,SSA,1.37
2178,SIS,0.01
2179,USA,1.52
2179,CAN,0.23
2179,WEU,0.87
2179,JPK,0.14
2179,ANZ,0.14
2179,EEU,0.21
2179,FSU,0.33
2179,MDE,0.36
2179,CAM,0.27
2179,LAM,1.6
2179,SAS,1.91
2179,SEA,0.63
2179,CHI,0.43
2179,MAF,0.77
2179,SSA,1.37
2179,SIS,0.01
2180,USA,1.52
2180,CAN,0.23
2180,WEU,0.87
2180,JPK,0.14
2180,ANZ,0.14
2180,EEU,0.21
2180,FSU,0.33
2180,MDE,0.36
2180,CAM,0.27
2180,LAM,1.6
2180,SAS,1.91
2180,SEA,0.63
2180,CHI,0.44
2180,MAF,0.77
2180,SSA,1.37
2180,SIS,0.01
2181,USA,1.52
2181,CAN,0.23
2181,WEU,0.87
2181,JPK,0.14
2181,ANZ,0.14
2181,EEU,0.21
2181,FSU,0.33
2181,MDE,0.36
2181,CAM,0.27
2181,LAM,1.6
2181,SAS,1.91
2181,SEA,0.63
2181,CHI,0.44
2181,MAF,0.77
2181,SSA,1.37
2181,SIS,0.01
2182,USA,1.52
2182,CAN,0.23
2182,WEU,0.87
2182,JPK,0.14
2182,ANZ,0.14
2182,EEU,0.21
2182,FSU,0.33
2182,MDE,0.36
2182,CAM,0.27
2182,LAM,1.6
2182,SAS,1.91
2182,SEA,0.63
2182,CHI,0.44
2182,MAF,0.77
2182,SSA,1.37
2182,SIS,0.01
2183,USA,1.52
2183,CAN,0.23
2183,WEU,0.88
2183,JPK,0.14
2183,ANZ,0.14
2183,EEU,0.21
2183,FSU,0.33
2183,MDE,0.36
2183,CAM,0.27
2183,LAM,1.61
2183,SAS,1.92
2183,SEA,0.63
2183,CHI,0.44
2183,MAF,0.77
2183,SSA,1.37
2183,SIS,0.01
2184,USA,1.52
2184,CAN,0.23
2184,WEU,0.88
2184,JPK,0.14
2184,ANZ,0.14
2184,EEU,0.21
2184,FSU,0.33
2184,MDE,0.36
2184,CAM,0.27
2184,LAM,1.61
2184,SAS,1.92
2184,SEA,0.63
2184,CHI,0.44
2184,MAF,0.77
2184,SSA,1.37
2184,SIS,0.01
2185,USA,1.52
2185,CAN,0.23
2185,WEU,0.88
2185,JPK,0.14
2185,ANZ,0.14
2185,EEU,0.21
2185,FSU,0.33
2185,MDE,0.36
2185,CAM,0.27
2185,LAM,1.61
2185,SAS,1.92
2185,SEA,0.64
2185,CHI,0.44
2185,MAF,0.77
2185,SSA,1.37
2185,SIS,0.01
2186,USA,1.52
2186,CAN,0.23
2186,WEU,0.88
2186,JPK,0.14
2186,ANZ,0.14
2186,EEU,0.21
2186,FSU,0.33
2186,MDE,0.36
2186,CAM,0.27
2186,LAM,1.61
2186,SAS,1.92
2186,SEA,0.64
2186,CHI,0.44
2186,MAF,0.77
2186,SSA,1.37
2186,SIS,0.01
2187,USA,1.52
2187,CAN,0.23
2187,WEU,0.88
2187,JPK,0.14
2187,ANZ,0.14
2187,EEU,0.21
2187,FSU,0.33
2187,MDE,0.36
2187,CAM,0.27
2187,LAM,1.61
2187,SAS,1.92
2187,SEA,0.64
2187,CHI,0.44
2187,MAF,0.77
2187,SSA,1.37
2187,SIS,0.01
2188,USA,1.52
2188,CAN,0.23
2188,WEU,0.88
2188,JPK,0.14
2188,ANZ,0.14
2188,EEU,0.21
2188,FSU,0.33
2188,MDE,0.36
2188,CAM,0.28
2188,LAM,1.61
